0.000000e+000,0.000000e+000,0.000000e+000,5.000000e+000 ,2.389564e+001,7.627483e+000,4.277346e-002,
0.000000e+000,0.000000e+000,0.000000e+000,1.500000e+001 ,2.416509e+001,2.571163e+000,5.395044e-004,
0.000000e+000,0.000000e+000,0.000000e+000,2.500000e+001 ,2.486476e+001,1.587365e+000,1.630994e-004,
0.000000e+000,0.000000e+000,0.000000e+000,3.500000e+001 ,2.587621e+001,1.179954e+000,9.071254e-005,
0.000000e+000,0.000000e+000,0.000000e+000,4.500000e+001 ,2.706205e+001,9.598000e-001,6.737138e-005,
0.000000e+000,0.000000e+000,0.000000e+000,5.500000e+001 ,2.828404e+001,8.207506e-001,5.999198e-005,
0.000000e+000,0.000000e+000,0.000000e+000,6.500000e+001 ,2.941624e+001,7.222812e-001,6.148496e-005,
0.000000e+000,0.000000e+000,0.000000e+000,7.500000e+001 ,3.035516e+001,6.459573e-001,7.223118e-005,
0.000000e+000,0.000000e+000,0.000000e+000,8.500000e+001 ,3.102804e+001,5.825965e-001,1.013627e-004,
0.000000e+000,0.000000e+000,0.000000e+000,9.500000e+001 ,3.139768e+001,5.274807e-001,2.056950e-004,
0.000000e+000,0.000000e+000,0.000000e+000,1.050000e+002 ,3.146115e+001,4.782090e-001,9.740404e+001,
0.000000e+000,0.000000e+000,0.000000e+000,1.150000e+002 ,3.124171e+001,4.335802e-001,1.370540e+001,
0.000000e+000,0.000000e+000,0.000000e+000,1.250000e+002 ,3.077763e+001,3.929684e-001,9.458140e+000,
0.000000e+000,0.000000e+000,0.000000e+000,1.350000e+002 ,3.011187e+001,3.559889e-001,8.200137e+000,
0.000000e+000,0.000000e+000,0.000000e+000,1.450000e+002 ,2.928524e+001,3.223393e-001,7.718905e+000,
0.000000e+000,0.000000e+000,0.000000e+000,1.550000e+002 ,2.833299e+001,2.917382e-001,7.509528e+000,
0.000000e+000,0.000000e+000,0.000000e+000,1.650000e+002 ,2.728394e+001,2.639099e-001,7.379212e+000,
0.000000e+000,0.000000e+000,0.000000e+000,1.750000e+002 ,2.616079e+001,2.385862e-001,7.230458e+000,
