0.00E+00,0.00E+00,0.00E+00,5.00E+00,8.07E-01,2.58E-01,6.97E+01,2.208867472
0.00E+00,0.00E+00,0.00E+00,1.50E+01,2.42E+00,2.57E-01,6.86E+01,3.117854816
0.00E+00,0.00E+00,0.00E+00,2.50E+01,4.01E+00,2.56E-01,6.64E+01,3.90239057
0.00E+00,0.00E+00,0.00E+00,3.50E+01,5.59E+00,2.55E-01,6.31E+01,4.626609497
0.00E+00,0.00E+00,0.00E+00,4.50E+01,7.14E+00,2.53E-01,5.91E+01,5.322065445
0.00E+00,0.00E+00,0.00E+00,5.50E+01,8.67E+00,2.52E-01,5.44E+01,6.002807704
0.00E+00,0.00E+00,0.00E+00,6.50E+01,1.02E+01,2.49E-01,4.93E+01,6.673941284
0.00E+00,0.00E+00,0.00E+00,7.50E+01,1.16E+01,2.47E-01,4.39E+01,7.335826357
0.00E+00,0.00E+00,0.00E+00,8.50E+01,1.31E+01,2.45E-01,3.86E+01,7.986522317
0.00E+00,0.00E+00,0.00E+00,9.50E+01,1.45E+01,2.43E-01,3.35E+01,8.623500401
0.00E+00,0.00E+00,0.00E+00,1.05E+02,1.59E+01,2.41E-01,2.87E+01,9.245427278
0.00E+00,0.00E+00,0.00E+00,1.15E+02,1.72E+01,2.39E-01,2.43E+01,9.852432268
0.00E+00,0.00E+00,0.00E+00,1.25E+02,1.86E+01,2.37E-01,2.04E+01,10.44699505
0.00E+00,0.00E+00,0.00E+00,1.35E+02,1.99E+01,2.35E-01,1.70E+01,11.03540742
0.00E+00,0.00E+00,0.00E+00,1.45E+02,2.12E+01,2.34E-01,1.41E+01,11.62761272
0.00E+00,0.00E+00,0.00E+00,1.55E+02,2.25E+01,2.32E-01,1.16E+01,12.23939752
0.00E+00,0.00E+00,0.00E+00,1.65E+02,2.38E+01,2.30E-01,9.54E+00,13.03866766
0.00E+00,0.00E+00,0.00E+00,1.75E+02,2.50E+01,2.28E-01,7.85E+00,14.010763
